image_folder,image,folder,voucher_prefix,imag_numbers,IMG_,Dorsal,Ventral,.JPG,image_path1,image_path2,status,family,subfamily,tribe,subtribe,genus,species,genus_species,subspecies,voucher,number_specimens,sex,country,ADM1,ADM2,site_specific,locality_general,elev_min,elev_max,elev_unit,lat_deg,lat_min,lat_sec,lat_ort,lon_deg,lon_min,lon_sec,lon_ort,Date,Day,month_,Year,collector,genitalia_dissection,collection,record_status,comments_public,comments_private,databaser,DNA_voucher,other_prep,Full Path Merged 1,Full Path Merged 2,,,,,,,Image_quality,Reason why,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,784,579",IMG_,4578,4579,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4578.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4579.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149041,1,female,USA,Kentucky,N/A,Jeffersontown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A, N/A,Jul,1948, N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4578.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4579.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,804,581",IMG_,4580,4581,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4580.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4581.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149042,1,female,Mexico,Nuevo León,N/A,45 km SE Montea,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,31,May,1987,"Flaspohler, R.",N/A,FLMNH,valid,on 85',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4580.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4581.JPG,,,,,,,No,Damage to both right wing tips,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,824,583",IMG_,4582,4583,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4582.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4583.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149043,1,female,USA,California,N/A,"Coal Canyon, .5 mi S Montecello Dam, Vaca Mountains",Solano Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,25,May,1972,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4582.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4583.JPG,,,,,,,No,Slight damage to both upper wing tips,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,844,585",IMG_,4584,4585,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4584.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4585.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149044,1,female,USA,Kentucky,N/A,Jeffersontown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A, N/A,Jul,1948, N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4584.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4585.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,874,588",IMG_,4587,4588,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4587.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4588.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149045,1,male,USA,Texas,N/A,Highway 90-290,Sterling Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,14,Jun,1987,"Flaspohler, R.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4587.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4588.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,894,590",IMG_,4589,4590,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4589.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4590.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149046,1,male,MEXICO,Quintana Roo,N/A,Playa del Carmen,N/A,N/A,N/A,N/A,20,37,26,N,-87,4,36,W,N/A,21,Feb,1992, N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4589.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4590.JPG,,,,,,,No,Missing both lower wing tips,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,914,592",IMG_,4591,4592,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4591.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4592.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149047,1,male,Mexico,Quintana Roo,N/A,6 mi N Tulum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,1,Aug,1988,"Flaspohler, R.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4591.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4592.JPG,,,,,,,No,Missing both lower wing tips,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,934,594",IMG_,4593,4594,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4593.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4594.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149048,1,male,Mexico,Quintana Roo,N/A,6 mi N Tulum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,1,Aug,1988,"Flaspohler, R.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4593.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4594.JPG,,,,,,,No,Significant damage to lower wings,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,954,596",IMG_,4595,4596,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4595.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4596.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149049,1,male,USA,California,N/A,"1 mi S Montecello Dam, Coal Canyon",Solano Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,10,May,1972,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4595.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4596.JPG,,,,,,,No,Upper wing tip fraying,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,974,598",IMG_,4597,4598,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4597.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4598.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149050,1,female,USA,California,N/A,"Coal Canyon, .5 mi S Montecello Dam, Vaca Mountains",Solano Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,12,Apr,1971,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4597.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4598.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"45,994,600",IMG_,4599,4600,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4599.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4600.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149051,1,female,USA,California,N/A,"Coal Canyon, .5 mi S Montecello Dam, Vaca Mountains",Solano Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,25,May,1972,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4599.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4600.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,014,602",IMG_,4601,4602,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4601.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4602.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149052,1,male,USA,California,N/A,"Coal Canyon, .5 mi S Montecello Dam, Vaca Mountains",Solano Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,12,Apr,1971,"Denno, R. F.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4601.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4602.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,034,604",IMG_,4603,4604,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4603.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4604.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149053,1,male,USA,Oklahoma,N/A,"Lake Eufaula, Highway 31 landing",Pittsburg Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,24,Jun,1985,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4603.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4604.JPG,,,,,,,No,Damage to lower left wing tip,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,054,606",IMG_,4605,4606,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4605.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4606.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149054,1,male,USA,Oklahoma,N/A,"Lake Eufaula, Highway 31 landing",Pittsburg Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,6,May,1985,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4605.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4606.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,074,608",IMG_,4607,4608,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4607.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4608.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149055,1,male,USA,Oklahoma,N/A,"Lake Eufaula, Highway 31 landing",Pittsburg Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,30,Jun,1985,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4607.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4608.JPG,,,,,,,No,Damage to lower right wing tip,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,094,610",IMG_,4609,4610,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4609.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4610.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149056,1,male,USA,Arkansas,N/A,"Winslow, 2mi E Brentwood, Whitehouse Road",Washington Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,12,Jul,1984,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4609.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4610.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,114,612",IMG_,4611,4612,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4611.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4612.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149057,1,female,USA,Arkansas,N/A,Springdale,Washington Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,11,Aug,1977,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4611.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4612.JPG,,,,,,,No,Damage to lower right wing tip,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,134,614",IMG_,4613,4614,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4613.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4614.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149058,1,female,USA,Oklahoma,N/A,"Mcalester, NE North 11th",Pittsburg Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,28,Apr,1985,"Warren, R. J.",N/A,FLMNH,valid,wooded area along railroad tracks',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4613.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4614.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,154,616",IMG_,4615,4616,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4615.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4616.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149059,1,female,USA,Arizona,N/A,"Huachuca Mountains, Garden Canyon",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,8,Sep,1991,"Richins, Z.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4615.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4616.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230608,Marcela Diaz,20230608,FLMNH-MGCL,"46,174,618",IMG_,4617,4618,.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4617.JPG,Battus philenor/Marcela Diaz/20230608/IMG_4618.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,philenor,Battus philenor,acauda,1149060,1,male,USA,Arkansas,N/A,"Winslow, 2mi E Brentwood, Whitehouse Road",Washington Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,18,Aug,1967,"Warren, R. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4617.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231023T162947Z-015/UF_museum_data_2023/Battus philenor/Marcela Diaz/20230608/IMG_4618.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,194,620",IMG_,4619,4620,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4619.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4620.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149622,1,male,Brazil,Santa Catarina,N/A,Brusque,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,19,Dec,1966,"Becker, V.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4619.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4620.JPG,,,,,,,No,Slight damage to upper right wing tip,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,214,622",IMG_,4621,4622,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4621.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4622.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149623,1,male,Brazil,Paraíba,N/A,Joao Pessoa,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,31,May,1953,"Kesselring, G.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4621.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4622.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,234,624",IMG_,4623,4624,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4623.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4624.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149624,1,male,Brazil,Santa Catarina,N/A,Joinville,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,14,Dec,1984,"Miers, H.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4623.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4624.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,254,626",IMG_,4625,4626,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4625.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4626.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149625,1,male,Brazil,Not located,N/A,‘Brazil’,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A, N/A, N/A, N/A, N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4625.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4626.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,274,628",IMG_,4627,4628,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4627.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4628.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149626,1,male,Brazil,Maranhão,N/A,São Luiz,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A, N/A, N/A, N/A,"Orchard, L.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4627.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4628.JPG,,,,,,,Yes,N/A,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,294,630",IMG_,4629,4630,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4629.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4630.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149627,1,male,Brazil,Para,N/A,11 km SE Santarem,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,22,Nov,1973,"Callaghan, C. J.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4629.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4630.JPG,,,,,,,No,Damage to upper wing tips,,,,,,
Marcela Diaz\20230609,Marcela Diaz,20230609,FLMNH-MGCL,"46,314,632",IMG_,4631,4632,.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4631.JPG,Battus polydamas/Marcela Diaz/20230609/IMG_4632.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1149628,1,male,Brazil,Pará,N/A,Óbidos,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A, N/A,Nov,1953,"Kesselring, G.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4631.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-006/UF_museum_data_2023/Battus polydamas/Marcela Diaz/20230609/IMG_4632.JPG,,,,,,,Yes,N/A,,,,,,
